"N_total","T_total","predictor.type","outcome.type","sdX.within","sdX.between","g.00","g.10","sd.u0","sd.u1","sd.e","true_cluster_means","l2_g.10_bias","l3a_g.10_bias","l4_g.10_bias","g.exchangeable2_g.10_bias","g.exchangeable3_g.10_bias","g.exchangeable4_g.10_bias","g.ar12_g.10_bias","g.ar13_g.10_bias","g.ar14_g.10_bias","g.independence2_g.10_bias","g.independence3_g.10_bias","g.independence4_g.10_bias","l1_success","l2_success","l3a_success","l4_success","g.independence1_success","g.exchangeable1_success","g.ar11_success","g.independence2_success","g.exchangeable2_success","g.ar12_success","g.independence3_success","g.ar13_success","g.independence4_success","g.exchangeable4_success","g.ar14_success"
200,5,"binary","binary",1,1,0,1.5,1,0,1,FALSE,-0.021,0.008,0.009,-0.308,-0.155,-0.155,-0.311,-0.156,-0.156,-0.324,-0.153,-0.153,0.999,1,1,0.998,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","binary",1,1,0,1.5,1,0,1,FALSE,-0.015,0.008,0.007,-0.321,-0.164,-0.164,-0.321,-0.161,-0.161,-0.333,-0.162,-0.162,0.999,1,0.997,0.998,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","binary",1,1,0,1.5,1,0,1,FALSE,-0.03,-0.009,-0.009,-0.329,-0.178,-0.178,-0.332,-0.177,-0.177,-0.342,-0.176,-0.176,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","binary",1,1,0,1.5,1,0,1,FALSE,-0.03,-0.011,-0.011,-0.332,-0.177,-0.177,-0.333,-0.176,-0.176,-0.341,-0.175,-0.175,0.636,0.592,0.971,0.97,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","binary",1,1,0,1.5,1,0,1,FALSE,-0.021,-0.002,-0.002,-0.324,-0.173,-0.173,-0.325,-0.171,-0.171,-0.333,-0.17,-0.17,0.594,0.474,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"continuous","binary",1,1,0,1.5,1,0,1,FALSE,-0.081,0.02,0.019,-1.012,-0.374,-0.374,-1.01,-0.372,-0.372,-1.012,-0.37,-0.37,1,0.991,0.995,0.994,1,1,1,1,1,1,1,1,1,1,1
200,5,"continuous","binary",1,1,0,1.5,1,0,1,FALSE,-0.094,0.003,0.003,-1.015,-0.389,-0.389,-1.017,-0.389,-0.389,-1.015,-0.385,-0.385,1,0.997,1,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"continuous","binary",1,1,0,1.5,1,0,1,FALSE,-0.016,0.016,0.015,-1.007,-0.3,-0.3,-1.006,-0.296,-0.296,-1.006,-0.294,-0.294,1,0.965,0.999,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"continuous","binary",1,1,0,1.5,1,0,1,FALSE,-0.03,0.003,0.003,-1.012,-0.314,-0.314,-1.011,-0.311,-0.311,-1.012,-0.309,-0.309,1,0.988,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"continuous","binary",1,1,0,1.5,1,0,1,FALSE,-0.038,0.004,0.004,-1.007,-0.259,-0.259,119273179598871,-0.252,-0.252,-1.008,-0.25,-0.25,0.997,0.741,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"continuous","binary",1,1,0,1.5,1,0,1,FALSE,-0.029,-0.001,-0.001,-1.009,-0.267,-0.267,98259956327265.3,-0.261,-0.261,-1.009,-0.259,-0.259,1,0.834,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","continuous",1,1,0,1.5,1,0,1,FALSE,0.006,0.006,0.006,0.006,0.006,0.006,0.008,0.008,0.008,0.006,0.006,0.006,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","continuous",1,1,0,1.5,1,0,1,FALSE,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,0,0,0,-0.001,-0.001,-0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","continuous",1,1,0,1.5,1,0,1,FALSE,-0.003,-0.003,-0.003,-0.003,-0.003,-0.003,-0.003,-0.003,-0.003,-0.003,-0.003,-0.003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","continuous",1,1,0,1.5,1,0,1,FALSE,0,0,0,0,0,0,-0.001,-0.001,-0.001,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","continuous",1,1,0,1.5,1,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","continuous",1,1,0,1.5,1,0,1,FALSE,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","binary",1,3,0,1.5,1,0,1,FALSE,-0.007,0.005,0.005,-0.481,-0.151,-0.151,-0.483,-0.151,-0.151,-0.523,-0.141,-0.141,0.998,0.994,0.998,0.997,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","binary",1,3,0,1.5,1,0,1,FALSE,-0.01,-0.004,-0.004,-0.484,-0.158,-0.158,-0.486,-0.156,-0.156,-0.529,-0.149,-0.149,0.999,0.998,0.999,0.999,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","binary",1,3,0,1.5,1,0,1,FALSE,0.004,0.007,0.007,-0.49,-0.157,-0.157,-0.487,-0.151,-0.151,-0.53,-0.149,-0.149,1,0.998,0.999,0.999,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","binary",1,3,0,1.5,1,0,1,FALSE,-0.004,-0.001,-0.001,-0.49,-0.166,-0.166,-0.491,-0.162,-0.162,-0.531,-0.156,-0.156,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","binary",1,3,0,1.5,1,0,1,FALSE,0.004,0.014,0.014,-0.485,-0.151,-0.151,-0.5,-0.148,-0.148,-0.519,-0.142,-0.142,0.994,0.805,0.997,0.997,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","binary",1,3,0,1.5,1,0,1,FALSE,-0.001,-0.008,-0.008,-0.5,-0.174,-0.174,-0.51,-0.17,-0.17,-0.536,-0.165,-0.165,1,0.783,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"continuous","binary",1,3,0,1.5,1,0,1,FALSE,-0.173,0.116,0.115,-1.321,-0.341,-0.341,-1.319,432581708453.825,432581537527.879,-1.321,-0.333,-0.333,0.958,0.934,0.977,0.977,1,1,1,1,1,1,1,1,1,1,1
200,5,"continuous","binary",1,3,0,1.5,1,0,1,FALSE,-0.323,0.052,0.053,-1.324,-0.382,-0.382,-1.325,-0.381,-0.381,-1.324,-0.376,-0.376,0.951,0.943,0.987,0.99,1,1,1,1,1,1,1,1,1,1,1
100,10,"continuous","binary",1,3,0,1.5,1,0,1,FALSE,-0.112,0.043,0.043,-1.324,-0.278,-0.278,11612639521391.8,197389874596.827,194571568189.761,-1.324,-0.269,-0.269,0.971,0.911,0.994,0.995,1,1,1,1,1,1,1,1,1,1,1
200,10,"continuous","binary",1,3,0,1.5,1,0,1,FALSE,-0.184,0.017,0.017,-1.323,-0.3,-0.3,9029698247168.45,-0.296,-0.296,-1.323,-0.293,-0.293,0.994,0.916,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"continuous","binary",1,3,0,1.5,1,0,1,FALSE,-0.065,0.02,0.021,-1.324,-0.229,-0.229,6917847718457.89,-0.224,-0.224,-1.324,-0.221,-0.221,0.997,0.93,0.993,0.991,1,1,1,1,1,1,1,1,1,1,1
200,20,"continuous","binary",1,3,0,1.5,1,0,1,FALSE,-0.096,0.011,0.011,-1.323,-0.246,-0.246,4151036857771.86,-0.24,-0.24,-1.323,-0.238,-0.238,1,0.907,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","continuous",1,3,0,1.5,1,0,1,FALSE,0.002,0.002,0.002,0.002,0.002,0.002,0.005,0.005,0.005,0.002,0.002,0.002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","continuous",1,3,0,1.5,1,0,1,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0,0.001,0.001,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","continuous",1,3,0,1.5,1,0,1,FALSE,0.003,0.003,0.003,0.003,0.003,0.003,-0.002,-0.002,-0.002,0.003,0.003,0.003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","continuous",1,3,0,1.5,1,0,1,FALSE,-0.002,-0.002,-0.002,-0.002,-0.002,-0.002,-0.002,-0.002,-0.002,-0.002,-0.002,-0.002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","continuous",1,3,0,1.5,1,0,1,FALSE,-0.002,-0.002,-0.002,-0.002,-0.002,-0.002,0.001,0.001,0.001,-0.002,-0.002,-0.002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","continuous",1,3,0,1.5,1,0,1,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","binary",1,0,0,1.5,3,0,1,FALSE,-0.013,-0.019,-0.021,-0.799,-0.796,-0.796,-0.799,-0.796,-0.796,-0.797,-0.796,-0.796,0.981,0.977,0.989,0.993,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","binary",1,0,0,1.5,3,0,1,FALSE,-0.028,-0.03,-0.031,-0.802,-0.801,-0.801,-0.803,-0.802,-0.802,-0.8,-0.801,-0.801,0.998,0.996,0.999,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","binary",1,0,0,1.5,3,0,1,FALSE,-0.03,-0.026,-0.025,-0.802,-0.798,-0.798,-0.801,3097645116297.39,3097645116297.4,-0.8,-0.798,-0.798,0.692,0.668,0.839,0.819,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","binary",1,0,0,1.5,3,0,1,FALSE,-0.034,-0.021,-0.024,-0.804,-0.802,-0.802,-0.802,-0.8,-0.8,-0.802,-0.802,-0.802,0.675,0.555,0.778,0.769,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","binary",1,0,0,1.5,3,0,1,FALSE,-0.007,-0.006,-0.006,-0.802,-0.798,-0.798,4525225311869.66,163223713802389,-1570348375126674,-0.801,-0.798,-0.798,0.998,1,0.995,0.994,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","binary",1,0,0,1.5,3,0,1,FALSE,-0.01,-0.01,-0.01,-0.803,-0.801,-0.801,-0.803,59014993453494.8,65426604249233.5,-0.802,-0.801,-0.801,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"continuous","binary",1,0,0,1.5,3,0,1,FALSE,-0.018,-0.016,-0.016,-0.811,-0.791,-0.791,-0.81,872148366712.236,872148366712.234,-0.811,-0.791,-0.791,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"continuous","binary",1,0,0,1.5,3,0,1,FALSE,-0.019,-0.017,-0.017,-0.806,-0.788,-0.788,-0.805,-0.787,-0.787,-0.806,-0.788,-0.788,1,0.999,1,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"continuous","binary",1,0,0,1.5,3,0,1,FALSE,0.006,0.006,0.006,-0.797,-0.786,-0.786,-0.798,28735479066679.7,29128008628038.7,-0.797,-0.786,-0.786,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"continuous","binary",1,0,0,1.5,3,0,1,FALSE,-0.007,-0.007,-0.007,-0.803,-0.793,-0.793,-0.803,5192027264470.15,7357940225251.12,-0.803,-0.793,-0.793,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"continuous","binary",1,0,0,1.5,3,0,1,FALSE,-0.019,-0.014,-0.015,-0.798,1798467102408.37,1798467102407.68,-285489868441.85,230375109915368,223969501836799,-0.797,-0.79,-0.79,0.864,0.882,0.911,0.901,1,1,1,1,1,1,1,1,1,1,1
200,20,"continuous","binary",1,0,0,1.5,3,0,1,FALSE,-0.01,-0.01,-0.01,-0.799,-0.793,-0.793,-0.799,148051573800888,143272667664428,-0.799,-0.793,-0.793,0.897,0.919,0.927,0.93,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","continuous",1,0,0,1.5,3,0,1,FALSE,-0.004,-0.004,-0.004,-0.004,-0.004,-0.004,-0.001,-0.001,-0.001,-0.004,-0.004,-0.004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","continuous",1,0,0,1.5,3,0,1,FALSE,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,0,0,0,-0.001,-0.001,-0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","continuous",1,0,0,1.5,3,0,1,FALSE,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.001,0.001,0.002,0.002,0.002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","continuous",1,0,0,1.5,3,0,1,FALSE,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.001,0.001,0.002,0.002,0.002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","continuous",1,0,0,1.5,3,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","continuous",1,0,0,1.5,3,0,1,FALSE,0,0,0,0,0,0,0.001,0.001,0.001,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","binary",1,1,0,1.5,3,0,1,FALSE,-0.008,-0.019,-0.02,-0.795,-0.793,-0.793,-0.79,-0.787,-0.787,-0.793,-0.793,-0.793,0.981,0.967,0.983,0.987,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","binary",1,1,0,1.5,3,0,1,FALSE,-0.023,-0.033,-0.033,-0.805,-0.804,-0.804,-0.806,-0.804,-0.804,-0.802,-0.804,-0.804,0.993,0.986,0.997,0.997,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","binary",1,1,0,1.5,3,0,1,FALSE,-0.039,-0.025,-0.03,-0.805,-0.802,-0.802,-0.805,-0.802,-0.802,-0.802,-0.802,-0.802,0.715,0.699,0.871,0.874,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","binary",1,1,0,1.5,3,0,1,FALSE,-0.045,-0.016,-0.011,-0.801,-0.799,-0.799,-0.801,-0.799,-0.799,-0.798,-0.799,-0.799,0.739,0.64,0.773,0.781,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","binary",1,1,0,1.5,3,0,1,FALSE,-0.012,-0.012,-0.012,-0.8,-0.797,-0.797,2338022705111.61,42957977831712.3,-63698682800056.7,-0.797,-0.797,-0.797,0.998,0.999,0.988,0.986,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","binary",1,1,0,1.5,3,0,1,FALSE,-0.01,-0.01,-0.01,-0.806,-0.805,-0.805,-0.807,23486665305170.2,23175762672329.5,-0.804,-0.805,-0.805,1,1,0.997,0.996,1,1,1,1,1,1,1,1,1,1,1
100,5,"continuous","binary",1,1,0,1.5,3,0,1,FALSE,-0.035,-0.018,-0.018,-0.866,-0.781,-0.781,-0.868,-0.783,-0.783,-0.866,-0.78,-0.78,1,1,0.987,0.988,1,1,1,1,1,1,1,1,1,1,1
200,5,"continuous","binary",1,1,0,1.5,3,0,1,FALSE,-0.04,-0.024,-0.024,-0.867,-0.784,-0.784,-0.867,-0.784,-0.784,-0.867,-0.783,-0.783,1,1,0.997,0.997,1,1,1,1,1,1,1,1,1,1,1
100,10,"continuous","binary",1,1,0,1.5,3,0,1,FALSE,-0.001,0.002,0.002,-0.858,-0.779,-0.779,-0.857,12565543709820.1,12473377699907.1,-0.857,-0.777,-0.777,1,0.999,0.999,0.999,1,1,1,1,1,1,1,1,1,1,1
200,10,"continuous","binary",1,1,0,1.5,3,0,1,FALSE,-0.012,-0.009,-0.009,-0.861,-0.785,-0.785,-0.86,3168967991639.8,3168967991644.36,-0.861,-0.783,-0.783,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"continuous","binary",1,1,0,1.5,3,0,1,FALSE,-0.019,0.009,0.003,-0.857,569150387942.31,569150387942.314,-0.857,39628347153406.5,38512398575224.1,-0.857,-0.782,-0.782,0.621,0.821,0.812,0.859,1,1,1,1,1,1,1,1,1,1,1
200,20,"continuous","binary",1,1,0,1.5,3,0,1,FALSE,-0.014,-0.001,-0.001,-0.858,-0.787,-0.787,-0.857,11621680550350.4,11543459133845.1,-0.858,-0.784,-0.784,0.49,0.83,0.801,0.82,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","continuous",1,1,0,1.5,3,0,1,FALSE,0,0,0,0,0,0,0.004,0.004,0.004,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","continuous",1,1,0,1.5,3,0,1,FALSE,-0.005,-0.005,-0.005,-0.005,-0.005,-0.005,-0.005,-0.005,-0.005,-0.005,-0.005,-0.005,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","continuous",1,1,0,1.5,3,0,1,FALSE,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","continuous",1,1,0,1.5,3,0,1,FALSE,0,0,0,0,0,0,-0.003,-0.003,-0.003,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","continuous",1,1,0,1.5,3,0,1,FALSE,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.002,0.002,0.002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","continuous",1,1,0,1.5,3,0,1,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0,0.001,0.001,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","binary",1,3,0,1.5,3,0,1,FALSE,0.027,0.007,0.008,-0.791,-0.789,-0.789,-0.794,-0.793,-0.793,-0.788,-0.789,-0.789,0.969,0.929,0.971,0.968,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","binary",1,3,0,1.5,3,0,1,FALSE,0.02,-0.009,-0.008,-0.794,-0.793,-0.793,-0.79,-0.789,-0.789,-0.791,-0.793,-0.793,0.992,0.94,0.992,0.991,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","binary",1,3,0,1.5,3,0,1,FALSE,-0.074,-0.028,-0.032,-0.804,-0.802,-0.802,-0.811,-0.808,-0.808,-0.8,-0.802,-0.802,0.806,0.753,0.876,0.893,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","binary",1,3,0,1.5,3,0,1,FALSE,-0.037,-0.019,-0.016,-0.802,-0.801,-0.801,-0.803,-0.802,-0.802,-0.798,-0.801,-0.801,0.774,0.779,0.848,0.877,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","binary",1,3,0,1.5,3,0,1,FALSE,-0.014,-0.016,-0.014,-0.807,-0.804,-0.804,2217865930634.55,12543080856746.3,12484159573321.9,-0.802,-0.804,-0.804,0.997,1,0.982,0.967,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","binary",1,3,0,1.5,3,0,1,FALSE,-0.004,-0.005,-0.005,-0.802,-0.8,-0.8,1359068775690.64,211938187211.687,211938187211.689,-0.797,-0.8,-0.8,0.999,1,0.995,0.988,1,1,1,1,1,1,1,1,1,1,1
100,5,"continuous","binary",1,3,0,1.5,3,0,1,FALSE,-0.101,0.062,0.06,-1.076,-0.746,-0.746,-1.077,-0.747,-0.747,-1.076,-0.742,-0.742,0.939,0.95,0.941,0.942,1,1,1,1,1,1,1,1,1,1,1
200,5,"continuous","binary",1,3,0,1.5,3,0,1,FALSE,-0.118,0.038,0.037,-1.076,-0.75,-0.75,-1.077,-0.753,-0.753,-1.076,-0.746,-0.746,0.972,0.976,0.91,0.912,1,1,1,1,1,1,1,1,1,1,1
100,10,"continuous","binary",1,3,0,1.5,3,0,1,FALSE,-0.027,0.01,0.011,-1.074,-0.752,-0.752,1762564798155.86,1419440311709.67,1350087443386.46,-1.074,-0.743,-0.743,1,0.85,0.926,0.93,1,1,1,1,1,1,1,1,1,1,1
200,10,"continuous","binary",1,3,0,1.5,3,0,1,FALSE,-0.039,0.001,0.001,-1.076,-0.758,-0.758,-1.077,-0.763,-0.763,-1.076,-0.749,-0.749,1,0.865,0.928,0.927,1,1,1,1,1,1,1,1,1,1,1
100,20,"continuous","binary",1,3,0,1.5,3,0,1,FALSE,-0.038,0.005,0.005,-1.075,-0.755,-0.755,237086774870351,2264832375931.66,2264832375974.43,-1.075,-0.741,-0.741,1,0.804,0.979,0.981,1,1,1,1,1,1,1,1,1,1,1
200,20,"continuous","binary",1,3,0,1.5,3,0,1,FALSE,-0.028,0.004,0.004,-1.076,-0.767,-0.767,236682114976673,-0.777,-0.777,-1.076,-0.753,-0.753,1,0.915,0.995,0.996,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","continuous",1,3,0,1.5,3,0,1,FALSE,-0.004,-0.004,-0.004,-0.004,-0.004,-0.004,-0.002,-0.002,-0.002,-0.004,-0.004,-0.004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","continuous",1,3,0,1.5,3,0,1,FALSE,-0.007,-0.007,-0.007,-0.007,-0.007,-0.007,-0.007,-0.007,-0.007,-0.007,-0.007,-0.007,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","continuous",1,3,0,1.5,3,0,1,FALSE,0.003,0.003,0.003,0.003,0.003,0.003,0.004,0.004,0.004,0.003,0.003,0.003,0.999,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","continuous",1,3,0,1.5,3,0,1,FALSE,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","continuous",1,3,0,1.5,3,0,1,FALSE,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","continuous",1,3,0,1.5,3,0,1,FALSE,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.003,0.003,0.003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","binary",1,1,0,1.5,3,0,1,FALSE,-0.029,-0.039,-0.037,-0.805,-0.8,-0.8,-0.8,-0.795,-0.795,-0.802,-0.8,-0.8,0.992,0.988,0.991,0.988,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","binary",1,1,0,1.5,3,0,1,FALSE,-0.017,-0.021,-0.021,-0.793,-0.79,-0.79,-0.794,-0.79,-0.79,-0.79,-0.79,-0.79,1,0.999,1,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","binary",1,1,0,1.5,3,0,1,FALSE,0.004,-0.004,-0.005,-0.793,-0.786,-0.786,-0.79,1390217847439.37,1390217847439.35,-0.789,-0.786,-0.786,0.889,0.852,0.952,0.951,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","binary",1,1,0,1.5,3,0,1,FALSE,-0.001,-0.005,-0.004,-0.798,-0.793,-0.793,-0.801,-0.796,-0.796,-0.794,-0.793,-0.793,0.954,0.867,0.971,0.964,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","binary",1,1,0,1.5,3,0,1,FALSE,-0.013,-0.01,-0.009,-0.8,-0.793,-0.793,1839923747440.85,33966447878341.9,113372580187575,-0.795,-0.792,-0.792,0.964,0.987,0.948,0.948,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","binary",1,1,0,1.5,3,0,1,FALSE,-0.009,-0.01,-0.009,-0.799,-0.794,-0.794,-0.802,11395044018599.2,10493275425129.7,-0.796,-0.794,-0.794,0.924,0.996,0.905,0.911,1,1,1,1,1,1,1,1,1,1,1
100,5,"continuous","binary",1,1,0,1.5,3,0,1,FALSE,-0.037,0.016,0.016,-0.936,-0.771,-0.771,-0.936,791794733469.846,791794733135.51,-0.936,-0.769,-0.769,0.999,1,0.938,0.931,1,1,1,1,1,1,1,1,1,1,1
200,5,"continuous","binary",1,1,0,1.5,3,0,1,FALSE,-0.066,-0.021,-0.021,-0.94,-0.778,-0.778,-0.938,560905761436.088,560905761436.086,-0.94,-0.777,-0.777,0.999,1,0.932,0.94,1,1,1,1,1,1,1,1,1,1,1
100,10,"continuous","binary",1,1,0,1.5,3,0,1,FALSE,-0.016,-0.004,-0.003,-0.937,-506364042435.18,-506364042435.183,-0.937,7075178851204.7,6304263757868.94,-0.937,-0.772,-0.772,0.999,0.993,0.985,0.987,1,1,1,1,1,1,1,1,1,1,1
200,10,"continuous","binary",1,1,0,1.5,3,0,1,FALSE,-0.02,-0.008,-0.008,-0.938,-0.782,-0.782,-0.938,-0.784,-0.784,-0.938,-0.778,-0.778,1,0.999,0.998,0.997,1,1,1,1,1,1,1,1,1,1,1
100,20,"continuous","binary",1,1,0,1.5,3,0,1,FALSE,-0.033,-0.002,-0.002,-0.931,66321762778.356,66321762778.355,11193787328795.2,16471325321487.8,17184721745369.7,-0.931,-0.767,-0.767,0.871,0.761,0.998,0.998,1,1,1,1,1,1,1,1,1,1,1
200,20,"continuous","binary",1,1,0,1.5,3,0,1,FALSE,-0.017,0.002,0.002,-0.932,-0.779,-0.779,3455510354317.59,1726168989596.61,1726170195416.99,-0.932,-0.772,-0.772,0.909,0.821,0.999,0.999,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","continuous",1,1,0,1.5,3,0,1,FALSE,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,0.001,0.001,0.001,-0.001,-0.001,-0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","continuous",1,1,0,1.5,3,0,1,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,-0.001,-0.001,-0.001,0.001,0.001,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","continuous",1,1,0,1.5,3,0,1,FALSE,0.003,0.003,0.003,0.003,0.003,0.003,0.001,0.001,0.001,0.003,0.003,0.003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","continuous",1,1,0,1.5,3,0,1,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","continuous",1,1,0,1.5,3,0,1,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","continuous",1,1,0,1.5,3,0,1,FALSE,0,0,0,0,0,0,0.001,0.001,0.001,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","binary",1,3,0,1.5,3,0,1,FALSE,0.018,0,0.003,-0.802,-0.793,-0.793,-0.808,-0.8,-0.8,-0.797,-0.792,-0.792,0.993,0.985,0.976,0.97,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","binary",1,3,0,1.5,3,0,1,FALSE,-0.014,-0.027,-0.027,-0.8,-0.794,-0.794,-0.808,-0.801,-0.801,-0.797,-0.794,-0.794,0.999,0.996,0.985,0.986,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","binary",1,3,0,1.5,3,0,1,FALSE,0.005,0.003,0.001,-0.801,-0.791,-0.791,-0.806,-0.796,-0.796,-0.795,-0.79,-0.79,0.964,0.867,0.986,0.986,1,1,1,1,1,1,1,1,1,1,1
